BlastID	VF_ID	VF_code	VFC_code	VF_category	Species
>VFG049122(gb|WP_012737539)	allC	VF0572	VFC0272	Nutritional/Metabolic factor	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
>VFG049124(gb|WP_012737540)	allD	VF0572	VFC0272	Nutritional/Metabolic factor	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
>VFG049133(gb|WP_004177236)	acrA	VF0568	VFC0325	Antimicrobial activity/Competitive advantage	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
>VFG049144(gb|WP_002892069)	acrB	VF0568	VFC0325	Antimicrobial activity/Competitive advantage	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
>VFG049147(gb|WP_001217110)	clbA	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049148(gb|WP_041168941)	clbB	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049149(gb|WP_041169023)	clbC	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049150(gb|WP_000982270)	clbD	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049151(gb|WP_001297917)	clbE	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049152(gb|WP_000337350)	clbF	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049153(gb|WP_000159201)	clbG	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049154(gb|WP_014907257)	clbH	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049155(gb|WP_000829570)	clbI	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049156(gb|WP_077265119)	clbJ	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049157(gb|WP_014907259)	clbK	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049158(gb|WP_001297937)	clbL	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049159(gb|WP_014907260)	clbM	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049160(gb|WP_001327259)	clbN	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049161(gb|WP_001029878)	clbO	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049162(gb|WP_002430641)	clbP	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049163(gb|WP_000065646)	clbQ	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG049164(gb|WP_004175305)	clbS	VF0573	VFC0235	Exotoxin	Klebsiella pneumoniae subsp. pneumoniae 1084
>VFG001830(gb|WP_010946190)	icmT	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001831(gb|WP_010946191)	icmS	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001832(gb|WP_010946192)	icmR	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001833(gb|WP_011214698)	icmQ	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001834(gb|WP_011214699)	icmP/dotM	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001835(gb|WP_010946195)	icmO/dotL	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001836(gb|WP_010946197)	icmM/dotJ	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001837(gb|WP_010946198)	icmL/dotI	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001838(gb|WP_015444826)	icmK/dotH	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001839(gb|WP_010946200)	icmE/dotG	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001840(gb|WP_010946201)	icmG/dotF	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001841(gb|WP_010946202)	icmC/dotE	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001842(gb|WP_011214707)	icmD/dotP	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001843(gb|WP_011214708)	icmJ/dotN	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001844(gb|WP_010946205)	icmB/dotO	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001845(gb|WP_010946207)	icmF	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001846(gb|WP_010946208)	icmH/dotU	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001847(gb|WP_010948374)	dotD	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001848(gb|WP_010948375)	dotC	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001849(gb|WP_011216546)	dotB	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001850(gb|WP_010948386)	dotA	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001851(gb|WP_010948387)	icmV	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001852(gb|WP_010948388)	icmW	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001853(gb|WP_010948389)	icmX	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001854(gb|WP_010947070)	fliC	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001855(gb|WP_197535493)	htpB	VF0159	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001856(gb|WP_010946594)	ccmC	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001857(gb|WP_010946483)	iraB	VF0293	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001858(gb|WP_010948358)	feoA	VF0160	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001859(gb|WP_010948357)	feoB	VF0160	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001860(gb|WP_010948487)	frgA	VF0290	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001861(gb|WP_010945955)	katA	VF0168	VFC0282	Stress survival	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001862(gb|WP_015444101)	katB	VF0168	VFC0282	Stress survival	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001863(gb|WP_010946430)	ligA	VF0165	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001864(gb|WP_011213317)	mip	VF0153	VFC0315	Post-translational modification	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001865(gb|WP_010946354)	LPG_RS03055	VF0161	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001866(gb|WP_015444568)	rpoS	VF0166	VFC0301	Regulation	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001867(gb|WP_016357051)	sodB	VF0169	VFC0282	Stress survival	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001868(gb|WP_010948054)	sodC	VF0170	VFC0282	Stress survival	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001870(gb|WP_010947093)	lspF	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001871(gb|WP_010947092)	lspG	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001872(gb|WP_025862367)	lspH	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001873(gb|WP_010947090)	lspI	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001874(gb|WP_010947089)	lspJ	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001875(gb|WP_010947088)	lspK	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001876(gb|WP_010947050)	lspE	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001877(gb|WP_010947051)	lspD	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001878(gb|WP_010947594)	lspL	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001879(gb|WP_010947595)	lspM	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001880(gb|WP_010947251)	pilB	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001881(gb|WP_010947252)	pilC	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001882(gb|WP_015444491)	pilD	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001883(gb|WP_010948339)	enhC	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001884(gb|WP_010948340)	enhB	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001885(gb|WP_010948341)	enhA	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001887(gb|WP_010947186)	relA	VF0260	VFC0301	Regulation	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001888(gb|WP_010947629)	letS	VF0262	VFC0301	Regulation	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001889(gb|WP_011216518)	letA	VF0262	VFC0301	Regulation	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001990(gb|WP_010946643)	flgA	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001991(gb|WP_010946948)	flgB	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001992(gb|WP_010946949)	flgC	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001993(gb|WP_010946950)	flgD	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001994(gb|WP_010946951)	flgE	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001995(gb|WP_010946952)	flgF	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001996(gb|WP_010946953)	flgG	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001997(gb|WP_010946954)	flgH	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001998(gb|WP_015444576)	flgI	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG001999(gb|WP_010946957)	flgK	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002000(gb|WP_010946958)	flgL	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002001(gb|WP_010947067)	fliS	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002002(gb|WP_010947068)	fliD	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002003(gb|WP_010947482)	fliJ	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002004(gb|WP_010947484)	fliH	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002005(gb|WP_010947485)	fliG	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002006(gb|WP_010947486)	fliF	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002007(gb|WP_010947487)	fliE	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002008(gb|WP_010947506)	motB	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002009(gb|WP_010947507)	motC	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002011(gb|WP_011946725)	flhF	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002012(gb|WP_010947511)	flhA	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002013(gb|WP_011946726)	flhB	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002014(gb|WP_010947513)	fliR	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002015(gb|WP_010947514)	fliQ	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002016(gb|WP_010947515)	fliP	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002017(gb|WP_010947516)	fliO	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002018(gb|WP_010947517)	fliN	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002019(gb|WP_013101527)	fliM	VF0157	VFC0204	Motility	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002095(gb|WP_010947666)	ralF	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002096(gb|WP_010946675)	lidA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002097(gb|WP_010946287)	phtA	VF0337	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002098(gb|WP_010948481)	lepA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002099(gb|WP_010948192)	lepB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002100(gb|WP_010948004)	ylfA/legC7	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002101(gb|WP_010948213)	sidC	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002102(gb|WP_010946272)	lvgA	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002103(gb|WP_010948417)	wipA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002104(gb|WP_010946379)	wipB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002105(gb|WP_010947915)	wipC	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002106(gb|WP_010947601)	ylfB/legC2	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002107(gb|WP_010946358)	sidA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002108(gb|WP_010947369)	sidB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002109(gb|WP_010946139)	vipA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002110(gb|WP_010948518)	vipD	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002111(gb|WP_010948500)	vipE	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002112(gb|WP_010945864)	vipF	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002113(gb|WP_015444908)	sidE/laiD	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002114(gb|WP_015444208)	sdeA/laiA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002115(gb|WP_015444209)	sdeB/laiB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002116(gb|WP_010947864)	sdeC/laiC	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002117(gb|WP_010948211)	sdeD/laiF	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002118(gb|WP_010948284)	sidF	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002119(gb|WP_010947085)	sidG	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002120(gb|WP_010948516)	sidH	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG002163(gb|WP_010946196)	icmN/dotK	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010439(gb|WP_010947690)	omp28	VF0161	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010455(gb|WP_015444381)	pilE/pilA	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010459(gb|WP_016356941)	pilE/pilA	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010463(gb|WP_010946666)	pilQ	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010467(gb|WP_010946665)	pilP	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010471(gb|WP_014841277)	pilO	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010475(gb|WP_010946663)	pilN	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010479(gb|WP_010946662)	pilM	VF0155	VFC0001	Adherence	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010491(gb|WP_010947066)	LPG_RS06695	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010495(gb|WP_010947116)	LPG_RS06945	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010499(gb|WP_010946645)	LPG_RS04520	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010503(gb|WP_010946441)	LPG_RS03490	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010515(gb|WP_010946906)	lidL	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010519(gb|WP_010947086)	LPG_RS06795	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010523(gb|WP_011213649)	LPG_RS06765	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010527(gb|WP_010946797)	LPG_RS05280	VF0163	VFC0346	Others	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010682(gb|WP_010946036)	sdbA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010686(gb|WP_010948184)	sdbB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010693(gb|WP_010948095)	sdbC	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010701(gb|WP_010948212)	sdcA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010708(gb|WP_010948167)	sidD	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010730(gb|WP_015444210)	laiE	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010745(gb|WP_010946125)	sdhA	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010749(gb|WP_010945896)	sdhB	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010759(gb|WP_010948114)	vpdA/vipD2	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010763(gb|WP_010946959)	vpdB/vipD3	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010846(gb|WP_010946630)	lspC	VF0154	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010851(gb|WP_011213234)	rtxA	VF0259	VFC0235	Exotoxin	Legionella pneumophila str. Paris
>VFG010854(gb|WP_015444551)	lbtA	VF0291	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010858(gb|WP_010947055)	lbtB	VF0291	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010862(gb|WP_010946592)	ccmA	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010866(gb|WP_010946593)	ccmB	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010874(gb|WP_011945969)	ccmD	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010878(gb|WP_010946596)	ccmE	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010882(gb|WP_010946597)	ccmF	VF0292	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010898(gb|WP_010946484)	iraA	VF0293	VFC0272	Nutritional/Metabolic factor	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG010906(gb|WP_011213314)	csrA	VF0261	VFC0301	Regulation	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG018236(gb|WP_010948166)	drrA/sidM	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041230(gb|WP_010945774)	cegC1	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041231(gb|WP_010945800)	ankQ/legA10	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041232(gb|WP_010945807)	lpg0045	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041233(gb|WP_010945841)	ceg3	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041234(gb|WP_010945842)	lpg0081	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041235(gb|WP_010945851)	lem1	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041236(gb|WP_010945857)	ceg4	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041237(gb|WP_010945887)	cegC2	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041238(gb|WP_010945932)	legU1	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041239(gb|WP_010945952)	ceg5	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041240(gb|WP_010945988)	ceg7	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041241(gb|WP_010946001)	ceg8	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041242(gb|WP_010946007)	ceg9	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041243(gb|WP_010946037)	legG2	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041244(gb|WP_010946045)	ceg10	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041245(gb|WP_010946046)	lem2	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041246(gb|WP_010946055)	lpg0294	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041247(gb|WP_010946114)	lpg0365	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041248(gb|WP_010946151)	ankY/legA9	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041249(gb|WP_010946152)	ankG/ankZ/legA7	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041250(gb|WP_010946185)	ankJ/legA11	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041251(gb|WP_010946186)	ceg14/sidL	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041252(gb|WP_010946221)	dotV	VF0156	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041253(gb|WP_010946231)	ankC/legA12	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
>VFG041254(gb|WP_010946266)	lpg0518	VF0798	VFC0086	Effector delivery system	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
